idx	X	Y	component
0	1000	4646.027921459941	0
1	1001.077387201311	4645.458355215911	0
2	1001.077387200413	4645.458355216349	0
3	1001.110959698881	4645.441046780794	0
4	1001.090357267715	4645.451296963268	0
5	1002.125487727021	4644.975307197418	0
6	1002.128941112616	4644.97366786071	0
7	1009.878166124558	4638.4126259313	0
8	1009.878542952701	4638.413018196085	0
9	1010.418332043824	4637.551968159536	0
10	1009.878728724473	4638.412862022931	0
11	1010.420619025616	4637.551171681915	0
12	1010.420287007014	4637.551449034138	0
13	1035.110402759044	4615.134981380636	0
14	1035.112637945963	4615.133647587369	0
15	1036.529990075176	4613.676166899135	0
16	1036.531426002692	4613.675859397894	0
17	1037.065273690772	4612.797863214685	0
18	1035.11090396088	4615.13520610722	0
19	1036.528727645925	4613.677619950308	0
20	1036.530303637155	4613.676190194979	0
21	1037.065207070173	4612.79793898205	0
22	1037.065193985302	4612.79799390527	0
23	1040.008824168954	4609.968414671525	0
24	1040.008918721355	4609.968339231374	0
25	1040.562890512362	4609.11913314397	0
26	1040.00767532441	4609.968321465282	0
27	1040.565336696305	4609.122182211904	0
28	1040.562928976446	4609.11907418358	0
29	1041.928046566087	4607.613327039576	0
30	1040.565919095351	4609.12181212573	0
31	1041.930952355982	4607.612542703552	0
32	1041.928533463469	4607.612764300467	0
33	1043.345687531722	4606.153139833676	0
34	1043.345860706021	4606.153150538322	0
35	1043.902244950867	4605.302138914009	0
36	1043.345216256374	4606.15377783953	0
37	1043.902410654345	4605.301920510188	0
38	1043.902816483588	4605.301527420314	0
39	1051.147083487374	4598.087065740142	0
40	1051.147138766503	4598.086998875237	0
41	1051.865592002624	4597.361503926084	0
42	1051.861762229235	4597.362295057797	0
43	1052.613054861973	4596.670749857552	0
44	1051.147968991522	4598.087139583763	0
45	1051.870305659994	4597.359950202322	0
46	1051.864793471626	4597.361842701952	0
47	1052.614120602666	4596.67012039091	0
48	1052.61388779566	4596.670355705434	0
49	1056.770849195303	4592.15911505514	0
50	1056.769579805449	4592.159649330082	0
51	1059.003207150126	4590.059977199126	0
52	1056.771177613453	4592.158362653311	0
53	1059.00494464463	4590.05931488803	0
54	1059.004244895773	4590.059588820039	0
55	1059.674088571201	4589.289572427986	0
56	1059.674811481119	4589.289448472118	0
57	1060.427248901102	4588.59649681798	0
58	1059.672054438878	4589.290725548199	0
59	1060.425574374939	4588.59796166751	0
60	1059.67401715951	4589.28972486935	0
61	1060.424624084328	4588.598382325751	0
62	1060.424160145613	4588.598347395771	0
63	1061.200095049851	4587.917024990674	0
64	1061.199869153211	4587.917185981391	0
65	1062.64912651337	4586.45324153431	0
66	1061.201221432032	4587.916985851896	0
67	1061.909816549512	4587.17795715176	0
68	1061.906304000432	4587.177997892779	0
69	1062.649081816244	4586.453197858052	0
70	1061.910358837887	4587.1777984368	0
71	1062.647507901342	4586.45409242369	0
72	1062.649612799198	4586.452903107042	0
73	1066.835161855939	4583.377234214498	0
74	1066.836349839844	4583.37573572223	0
75	1067.561261871976	4582.652466442423	0
76	1066.83651405712	4583.376331341497	0
77	1067.56355892479	4582.650094660448	0
78	1067.563568324853	4582.650208221549	0
79	1081.178176560125	4573.179107868232	0
80	1081.18166654673	4573.176604730626	0
81	1081.93579755511	4572.478143989105	0
82	1081.177279812097	4573.17924940424	0
83	1081.933948016615	4572.480014381416	0
84	1081.93551517876	4572.478255155476	0
85	1083.837450508162	4571.37226593685	0
86	1083.815822372532	4571.388053682122	0
87	1083.893874348625	4571.334829430489	0
88	1083.837159503991	4571.372463644981	0
89	1092.561611603519	4565.619401958424	0
90	1092.558482010659	4565.620702268459	0
91	1093.413822791558	4565.053270871327	0
92	1093.414012750225	4565.053172480524	0
93	1094.295681337932	4564.50624809038	0
94	1092.561069276004	4565.619596383428	0
95	1093.419261999594	4565.050367319378	0
96	1093.415697556587	4565.052089323739	0
97	1094.2989699605	4564.504665500739	0
98	1094.296513355559	4564.505729838406	0
99	1098.736754948191	4561.758600835376	0
100	1098.738055460737	4561.757669944165	0
101	1100.424790665988	4560.565370802393	0
102	1100.424398940026	4560.565408927809	0
103	1101.264349307839	4559.963915831766	0
104	1100.423147721442	4560.565655744273	0
105	1101.265597340619	4559.962933096649	0
106	1101.264124938029	4559.96395411395	0
107	1103.053819264448	4558.902904575972	0
108	1103.052311113938	4558.903602522111	0
109	1103.911237970697	4558.326614572388	0
110	1103.05384735647	4558.902795704145	0
111	1103.921456298104	4558.320209216467	0
112	1103.916126482465	4558.325234936259	0
113	1105.653749027564	4556.817261620734	0
114	1105.650632705837	4556.817846056483	0
115	1105.732656732104	4556.767913920128	0
116	1105.73839594731	4556.766466716466	0
117	1109.956366901074	4555.418242289068	0
118	1109.958120611397	4555.417528677409	0
119	1110.861523490445	4554.892208082712	0
120	1109.956366900131	4555.418242289402	0
121	1110.85443404462	4554.895625695474	0
122	1110.856299351452	4554.894798951063	0
123	1121.329202834702	4550.381552793413	0
124	1121.330820867674	4550.380697439669	0
125	1122.169161358392	4549.795163219315	0
126	1122.169161359374	4549.795163219126	0
127	1123.952010262709	4548.733140068098	0
128	1121.329880249137	4550.38116735023	0
129	1122.169486298983	4549.795859920167	0
130	1122.169330119903	4549.795932353592	0
131	1123.950658563901	4548.733581470421	0
132	1123.950658564857	4548.733581470129	0
133	1124.859208819025	4548.227156867115	0
134	1123.94668644014	4548.734632269221	0
135	1124.855046303198	4548.228564840554	0
136	1124.854606852798	4548.228512884153	0
137	1125.700822204379	4547.63069935656	0
138	1125.70160965874	4547.63018773789	0
139	1126.63386910703	4547.187484292715	0
140	1125.701695005355	4547.630394711923	0
141	1126.6346855121	4547.186870534024	0
142	1125.701768492951	4547.630068277545	0
143	1126.634480050957	4547.187117902314	0
144	1126.633898289453	4547.187479557047	0
145	1135.238794850274	4543.548649865505	0
146	1135.239297594093	4543.548485867051	0
147	1136.194660843898	4543.154425785822	0
148	1135.239112219824	4543.548702045764	0
149	1136.193162403519	4543.154942012371	0
150	1136.194552108251	4543.154492877102	0
151	1142.822748887666	4540.201017209833	0
152	1142.823135633164	4540.200876070172	0
153	1143.754334602187	4539.785945434552	0
154	1142.822930622223	4540.200664997394	0
155	1143.752874983074	4539.785845847772	0
156	1143.753905489652	4539.785747501366	0
157	1160.676465734254	4533.823557379577	0
158	1160.674188198075	4533.826363269615	0
159	1160.720879708225	4533.79694356612	0
160	1160.72045927202	4533.797110660042	0
161	1162.447038503858	4532.243711898616	0
162	1162.448461190462	4532.242174397087	0
163	1163.161582772818	4531.517472193575	0
164	1162.445302439802	4532.245713890748	0
165	1163.172932896992	4531.491295058392	0
166	1163.158237229464	4531.520338672251	0
167	1165.904607312623	4530.027883974092	0
168	1165.901416340529	4530.028785835822	0
