idx	X	Y	component
0	1000	1776.513545826196	0
1	1001.292488283043	1776.44250076015	0
2	1001.287954882422	1776.449954159267	0
3	1001.295005737388	1776.450278816198	0
4	1001.292869088694	1776.442296443622	0
5	1001.774338788576	1775.469050758384	0
6	1001.774284767265	1775.469105092154	0
7	1008.126624084228	1767.594508787522	0
8	1008.126243255234	1767.594576882204	0
9	1008.772903734177	1766.81640164269	0
10	1008.126602268952	1767.594533198358	0
11	1008.773710989347	1766.816139834951	0
12	1008.773634095798	1766.816175158655	0
13	1030.028773839301	1740.852502696785	0
14	1030.0296379145	1740.851775448988	0
15	1031.599115182617	1739.561685461304	0
16	1031.598999918683	1739.561758734626	0
17	1032.422850590926	1738.960932235882	0
18	1030.028861805558	1740.852376402474	0
19	1031.598318228344	1739.561391518762	0
20	1031.599130960341	1739.561127939949	0
21	1032.422558537919	1738.960941540614	0
22	1032.422727057033	1738.960981239975	0
23	1036.486191006014	1735.860254485525	0
24	1036.486191006843	1735.860254486084	0
25	1037.993078147892	1734.475562278976	0
26	1036.48705731376	1735.860495063204	0
27	1037.993824157498	1734.475248312787	0
28	1037.993349528787	1734.475668491204	0
29	1039.474090191208	1733.068976258437	0
30	1039.474418928818	1733.068587935806	0
31	1040.183192747622	1732.330564153355	0
32	1039.473702889166	1733.069164628978	0
33	1040.182746506378	1732.33079862542	0
34	1040.182696244397	1732.330835774608	0
35	1048.637906270597	1726.468191659599	0
36	1048.638592587071	1726.468066632166	0
37	1049.402847320203	1725.792959736985	0
38	1049.403340309851	1725.792836544169	0
39	1050.078893228678	1725.016485916641	0
40	1048.638767393782	1726.467845832997	0
41	1049.402591761269	1725.793778838991	0
42	1049.402338237439	1725.793209435652	0
43	1050.078468753793	1725.016689607117	0
44	1050.078891546913	1725.016772008855	0
45	1054.924137394062	1721.181110184594	0
46	1081.787210676376	1065.931433128463	0
47	1797.740329623425	1373.915801259124	0
48	1054.924450431507	1721.180853237158	0
49	1057.633242834	1719.640546178402	0
50	1054.923302337029	1721.181369676193	0
51	1057.631251899842	1719.640687392156	0
52	1057.631183051903	1719.640612019503	0
53	1058.420802515873	1718.991757783922	0
54	1058.420925208191	1718.991638983164	0
55	1059.224222440617	1718.33166065004	0
56	1058.417356540162	1718.993290894236	0
57	1059.221893259343	1718.332837430235	0
58	1058.421902133202	1718.992075927042	0
59	1059.22372703649	1718.331841380352	0
60	1059.22409852256	1718.331536187117	0
61	1060.000927662149	1717.641256772071	0
62	1060.001167723441	1717.641067434341	0
63	1061.545687869219	1716.280474086617	0
64	1060.000633871832	1717.640968496742	0
65	1061.545862397616	1716.280688194713	0
66	1061.545687870204	1716.280474086792	0
67	1065.767351234106	1713.311166301341	0
68	1065.768157011606	1713.310730338596	0
69	1066.478453563212	1712.557680240798	0
70	1065.767586047499	1713.311809421496	0
71	1066.478358444426	1712.557668601788	0
72	1066.478393273325	1712.557743165549	0
73	1080.163038807986	1703.16420032706	0
74	1080.163086565984	1703.164752058246	0
75	1080.949939188366	1702.493596301918	0
76	1080.163769975278	1703.163695026245	0
77	1080.952471214578	1702.488895035428	0
78	1080.952177314126	1702.489274416958	0
79	1082.750738217744	1701.227922673406	0
80	1082.742079447552	1701.233483744293	0
81	1082.759395281184	1701.221925029997	0
82	1082.751287166735	1701.227536666009	0
83	1090.778323898559	1694.614942071572	0
84	1090.779052962635	1694.614786270413	0
85	1091.607901187062	1693.994608608897	0
86	1091.607738258401	1693.994844128113	0
87	1092.384424272732	1693.31387471758	0
88	1090.780848097524	1694.613311866965	0
89	1091.606010312154	1693.994786718621	0
90	1091.607035734714	1693.994522054068	0
91	1092.385137882779	1693.312949603875	0
92	1092.386358557152	1693.31232029408	0
93	1096.574405215691	1690.04203494347	0
94	1096.574405214877	1690.042034944052	0
95	1100.577262395269	1686.579013508273	0
96	1100.576448015027	1686.579907430558	0
97	1101.149556517746	1685.700304356492	0
98	1100.577140359754	1686.579038386009	0
99	1101.151198583098	1685.698687450574	0
100	1101.150571190393	1685.699464718217	0
101	1102.946344496178	1684.12102112434	0
102	1102.910529356362	1684.148690679082	0
103	1102.952550967265	1684.11519115141	0
104	1102.947604853258	1684.119686895706	0
105	1106.723812404804	1681.726018342097	0
106	1106.724466743774	1681.725735373861	0
107	1107.691253430062	1681.313442460576	0
108	1106.719002915397	1681.729066908964	0
109	1107.687903875151	1681.315530609348	0
110	1107.690664138292	1681.314027426055	0
111	1116.986530056317	1674.725191340606	0
112	1116.986692143342	1674.72517376384	0
113	1117.870871400454	1674.220840694828	0
114	1116.98853954168	1674.7242616211	0
115	1117.870413816045	1674.220615856523	0
116	1117.871032390121	1674.220699211881	0
117	1119.74906136736	1673.27852642536	0
118	1117.871999421095	1674.219955840989	0
119	1119.749636272198	1673.278101316919	0
120	1119.7490535448	1673.27822893523	0
121	1121.491688014077	1672.183377264472	0
122	1121.491262691146	1672.183405188294	0
123	1122.342819596211	1671.587329423188	0
124	1121.49188392111	1672.183227429479	0
125	1122.342869496901	1671.586866251155	0
126	1122.342274326238	1671.58747420229	0
127	1130.717350438433	1667.462795475911	0
128	1130.718181830497	1667.462480286606	0
129	1131.65770375633	1667.000122757087	0
130	1130.717119866062	1667.462080566635	0
131	1131.657864460592	1667.000405612371	0
132	1131.657542396141	1667.00046068184	0
133	1137.957899598411	1663.369804543791	0
134	1137.958895354149	1663.369460690682	0
135	1138.822459595388	1662.789507458734	0
136	1137.957885512015	1663.369886873868	0
137	1138.822386137152	1662.78948806857	0
138	1138.823354754224	1662.789141484667	0
139	1154.930078146779	1655.007452081456	0
140	1154.924178467179	1655.011604709217	0
141	1154.952390934671	1654.993750041117	0
142	1154.933432284213	1655.005337634732	0
143	1160.780043920673	1652.225460109075	0
144	1160.778941222336	1652.225670307269	0
145	1161.731400014349	1651.839213184179	0
146	1160.781258045667	1652.224630796065	0
147	1161.733273294889	1651.838609049336	0
148	1161.733393960273	1651.838571827746	0
149	1182.51221204701	1644.777627984917	0
150	1182.511353820032	1644.777914195214	0
151	1183.522933626989	1644.622097298889	0
152	1182.51189513286	1644.777392780408	0
153	1183.522995201887	1644.622010596865	0
154	1183.523516579312	1644.621909968163	0
155	1190.298210433696	1642.014317549372	0
156	1190.299662058133	1642.014331647408	0
157	1192.344655666819	1641.611095172537	0
158	1190.299343332036	1642.01381368948	0
159	1192.347042130558	1641.609639641518	0
160	1192.347091189992	1641.609640368101	0
161	1209.308931821468	1637.491112501759	0
162	1209.308704535651	1637.490884213494	0
163	1210.298919174781	1637.189084772916	0
164	1209.312293828092	1637.489599761057	0
165	1210.300105616126	1637.188866682175	0
166	1210.29891008701	1637.189039214496	0
167	1211.251480944245	1636.767036118748	0
168	1211.252324760094	1636.767003320614	0
169	1212.19102689085	1636.338112460406	0
170	1211.252633599251	1636.766635397237	0
171	1212.197632875148	1636.338469707008	0
172	1212.191226054209	1636.338071161957	0
173	1213.109027989988	1635.853785057619	0
174	1212.1999030596	1636.338067632968	0
175	1213.108703549063	1635.853667822808	0
176	1213.108711737227	1635.853665245647	0
177	1217.12673625083	1634.790815799953	0
178	1217.127804944743	1634.790584807465	0
179	1218.07899611729	1634.387331517041	0
180	1217.127303772042	1634.790900601491	0
181	1218.077148831338	1634.387531792582	0
182	1218.078796219686	1634.387401576075	0
183	1219.068445053649	1634.091858456618	0
184	1219.068408202665	1634.091844173957	0
185	1220.00645278826	1633.646679976818	0
186	1219.06844505279	1634.091858456107	0
187	1220.004684409329	1633.647118018565	0
188	1220.002353183888	1633.647963749987	0
189	1220.968991585983	1633.230808298174	0
190	1220.007376845129	1633.646328363098	0
191	1220.973398429187	1633.229502177947	0
192	1220.973105338272	1633.229499600354	0
193	1222.872545106637	1632.379005447491	0
194	1222.870649116494	1632.37939299375	0
195	1223.743827293385	1631.853155227153	0
196	1222.874093650767	1632.378550818029	0
197	1223.740890489117	1631.853201326264	0
198	1223.745145281805	1631.852600554098	0
199	1226.684318166905	1630.7629520829	0
200	1226.684251206971	1630.762972443289	0
201	1228.660313945716	1630.211174248428	0
202	1226.685219437446	1630.762589512852	0
203	1228.661332985884	1630.210884546565	0
204	1228.660370830175	1630.211203292022	0
205	1244.539890948785	1625.673560972391	0
206	1244.540602222693	1625.673471523889	0
207	1245.590033500595	1625.627881165781	0
208	1244.536515654289	1625.673945701677	0
209	1245.584758116529	1625.628861249586	0
210	1245.585906501225	1625.628469523373	0
211	1254.708346869825	1623.6411374782	0
212	1254.707944546155	1623.641074511675	0
213	1255.697388705325	1623.357848422863	0
214	1254.709549831712	1623.640704673369	0
215	1255.698105003897	1623.35733278558	0
216	1255.698924809642	1623.357490209896	0
217	1258.764096211021	1622.681429751869	0
218	1258.763498791885	1622.681572118681	0
219	1259.785798917878	1622.689827689788	0
220	1258.763937129555	1622.681328712711	0
221	1259.785194925094	1622.689691233065	0
222	1259.78473081823	1622.689903987943	0
223	1262.872091811478	1622.457770535638	0
224	1262.873330051711	1622.457574759878	0
225	1263.886055925463	1622.307805004971	0
226	1262.869051749398	1622.458465982134	0
227	1263.884947393462	1622.308175494418	0
228	1263.885297913599	1622.307951701696	0
229	1272.195072768925	1620.161731954042	0
230	1272.169939839561	1620.168139401809	0
231	1272.221207120695	1620.154951505433	0
232	1272.195321182152	1620.161567055524	0
233	1279.313452596615	1617.820420204657	0
234	1279.311842152685	1617.821008848128	0
235	1280.213212157749	1617.327390084215	0
236	1279.313320530009	1617.820328402055	0
237	1280.216122131751	1617.326327506536	0
238	1280.213353479629	1617.327352126646	0
239	1282.192897253241	1616.677616206686	0
240	1282.188720573371	1616.678453506463	0
241	1283.172388525292	1616.319277944156	0
242	1282.192856841152	1616.677625584481	0
243	1283.172867654634	1616.319039212911	0
244	1283.173629853096	1616.31905423051	0
245	1302.60737034279	1611.88893298426	0
246	1302.610538108524	1611.887651786379	0
247	1302.722698566474	1611.842996531873	0
248	1302.734617970194	1611.838439434925	0
249	1303.985636216305	1611.48689819001	0
250	1303.983938695723	1611.487149895946	0
