idx	X	Y	component
0	1000.198842840126	1000	0
1	1000.200808199165	1001.214228570707	0
2	1000.199757271941	1001.215827312742	0
3	1000.184921389132	1001.249294292664	0
4	1000.202098372688	1001.246681730377	0
5	1000	1002.382665987145	0
6	1000.000010952033	1002.383355712974	0
7	1004.638611667679	1011.549324898536	0
8	1004.638572161173	1011.54927483573	0
9	1004.68607949119	1012.565826951627	0
10	1004.639869618668	1011.549718285116	0
11	1004.685978937982	1012.56596254584	0
12	1004.685725540196	1012.565845223956	0
13	1025.974670120286	1038.586339697763	0
14	1025.975132428005	1038.586604006332	0
15	1026.813437050222	1040.448434685824	0
16	1026.814604697108	1040.4500646533	0
17	1027.43620260707	1041.275228621311	0
18	1025.974726580016	1038.586454175316	0
19	1026.812624208957	1040.447691169654	0
20	1026.812572809195	1040.447622955803	0
21	1027.435268845955	1041.274017152128	0
22	1027.435343020747	1041.27428582839	0
23	1030.587849408801	1043.887299595572	0
24	1030.587733145603	1043.887341302673	0
25	1031.284650128007	1044.614411960628	0
26	1030.588168111563	1043.887479221435	0
27	1031.285734129682	1044.615150290012	0
28	1031.284659307941	1044.61441463257	0
29	1032.686703666715	1046.096953108053	0
30	1031.285026712925	1044.614682421687	0
31	1032.68648453993	1046.096967682508	0
32	1032.686695012616	1046.097096697899	0
33	1034.042877905184	1047.588844288819	0
34	1034.042820870834	1047.58877807772	0
35	1034.757656555951	1048.320106951364	0
36	1034.041955518715	1047.587975993829	0
37	1034.756634974116	1048.31930964519	0
38	1034.75775573475	1048.320132461655	0
39	1042.182443651539	1055.26319901453	0
40	1042.182443650728	1055.263199013946	0
41	1042.870758383841	1056.008447513939	0
42	1042.87117863354	1056.008671183504	0
43	1043.395744151465	1056.894097728793	0
44	1042.18279185355	1055.263517491894	0
45	1042.871851070024	1056.0092262344	0
46	1042.871313247925	1056.008935149978	0
47	1043.395031428912	1056.893765381095	0
48	1043.396110127204	1056.894345626285	0
49	1048.000061631003	1060.912090698969	0
50	1047.999930017649	1060.911985880659	0
51	1050.085293076995	1063.149288770252	0
52	1047.999934007745	1060.911999161109	0
53	1050.085118524078	1063.149252264017	0
54	1050.085099101398	1063.149508912213	0
55	1050.672855235612	1063.992955410208	0
56	1050.672828637783	1063.992863987379	0
57	1051.336945659455	1064.763651888349	0
58	1050.671571502737	1063.99227327667	0
